,neg,neu,pos,compound,paragraph,label
347,0.068,0.723,0.208,0.9579,"“You appear to me, Mr. Darcy, to allow nothing for the influence of friendship and affection. A regard for the requester would often make one readily yield to a request, without waiting for arguments to reason one into it. I am not particularly speaking of such a case as you have supposed about Mr. Bingley. We may as well wait, perhaps, till the circumstance occurs, before we discuss the discretion of his behaviour thereupon. But in general and ordinary cases between friend and friend, where one of them is desired by the other to change a resolution of no very great moment, should you think ill of that person for complying with the desire, without waiting to be argued into it?”
",1
348,0.0,0.889,0.111,0.5574,"“Will it not be advisable, before we proceed on this subject, to arrange with rather more precision the degree of importance which is to appertain to this request, as well as the degree of intimacy subsisting between the parties?”
",1
349,0.102,0.833,0.065,-0.5575,"“By all means,” cried Bingley; “let us hear all the particulars, not forgetting their comparative height and size; for that will have more weight in the argument, Miss Bennet, than you may be aware of. I assure you that if Darcy were not such a great tall fellow, in comparison with myself, I should not pay him half so much deference. I declare I do not know a more awful object than Darcy, on particular occasions, and in particular places; at his own house especially, and of a Sunday evening, when he has nothing to do.”
",-1
350,0.214,0.584,0.202,0.09,"Mr. Darcy smiled; but Elizabeth thought she could perceive that he was rather offended, and therefore checked her laugh. Miss Bingley warmly resented the indignity he had received, in an expostulation with her brother for talking such nonsense.
",0
351,0.226,0.575,0.199,-0.1531,"“I see your design, Bingley,” said his friend. “You dislike an argument, and want to silence this.”
",0
352,0.185,0.622,0.193,0.3384,"“Perhaps I do. Arguments are too much like disputes. If you and Miss Bennet will defer yours till I am out of the room, I shall be very thankful; and then you may say whatever you like of me.”
",1
353,0.095,0.779,0.126,0.1779,"“What you ask,” said Elizabeth, “is no sacrifice on my side; and Mr. Darcy had much better finish his letter.”
",0
354,0.0,1.0,0.0,0.0,"Mr. Darcy took her advice, and did finish his letter.
",0
355,0.065,0.935,0.0,-0.296,"When that business was over, he applied to Miss Bingley and Elizabeth for the indulgence of some music. Miss Bingley moved with alacrity to the pianoforte, and after a polite request that Elizabeth would lead the way, which the other as politely and more earnestly negatived, she seated herself.
",-1
356,0.075,0.807,0.118,0.7828,"Mrs. Hurst sang with her sister, and while they were thus employed, Elizabeth could not help observing, as she turned over some music-books that lay on the instrument, how frequently Mr. Darcy’s eyes were fixed on her. She hardly knew how to suppose that she could be an object of admiration to so great a man; and yet that he should look at her because he disliked her, was still more strange. She could only imagine, however, at last, that she drew his notice because there was a something about her more wrong and reprehensible, according to his ideas of right, than in any other person present. The supposition did not pain her. She liked him too little to care for his approbation.
",1
357,0.053,0.7,0.247,0.7003,"After playing some Italian songs, Miss Bingley varied the charm by a lively Scotch air; and soon afterwards Mr. Darcy, drawing near Elizabeth, said to her—
",1
358,0.236,0.628,0.135,-0.2718,"“Do not you feel a great inclination, Miss Bennet, to seize such an opportunity of dancing a reel?”
",-1
359,0.135,0.628,0.237,0.2732,"She smiled, but made no answer. He repeated the question, with some surprise at her silence.
",1
360,0.204,0.689,0.107,-0.8582,"“Oh!” said she, “I heard you before; but I could not immediately determine what to say in reply. You wanted me, I know, to say ‘Yes,’ that you might have the pleasure of despising my taste; but I always delight in overthrowing those kind of schemes, and cheating a person of their premeditated contempt. I have, therefore, made up my mind to tell you, that I do not want to dance a reel at all—and now despise me if you dare.”
",-1
361,0.0,1.0,0.0,0.0,"“Indeed I do not dare.”
",0
362,0.1,0.762,0.139,0.2665,"Elizabeth, having rather expected to affront him, was amazed at his gallantry; but there was a mixture of sweetness and archness in her manner which made it difficult for her to affront anybody; and Darcy had never been so bewitched by any woman as he was by her. He really believed, that were it not for the inferiority of her connections, he should be in some danger.
",1
363,0.183,0.536,0.281,0.7506,"Miss Bingley saw, or suspected enough to be jealous; and her great anxiety for the recovery of her dear friend Jane received some assistance from her desire of getting rid of Elizabeth.
",1
364,0.169,0.709,0.122,-0.1027,"She often tried to provoke Darcy into disliking her guest, by talking of their supposed marriage, and planning his happiness in such an alliance.
",0
365,0.0,0.919,0.081,0.6418,"“I hope,” said she, as they were walking together in the shrubbery the next day, “you will give your mother-in-law a few hints, when this desirable event takes place, as to the advantage of holding her tongue; and if you can compass it, do cure the younger girls of running after the officers. And, if I may mention so delicate a subject, endeavour to check that little something, bordering on conceit and impertinence, which your lady possesses.”
",1
366,0.0,1.0,0.0,0.0,"“Have you anything else to propose for my domestic felicity?”
",0
367,0.0,0.804,0.196,0.937,"“Oh! yes. Do let the portraits of your uncle and aunt Philips be placed in the gallery at Pemberley. Put them next to your great uncle the judge. They are in the same profession, you know, only in different lines. As for your Elizabeth’s picture, you must not attempt to have it taken, for what painter could do justice to those beautiful eyes?”
",1
368,0.064,0.822,0.114,0.33,"“It would not be easy, indeed, to catch their expression, but their colour and shape, and the eyelashes, so remarkably fine, might be copied.”
",1
369,0.0,1.0,0.0,0.0,"At that moment they were met from another walk by Mrs. Hurst and Elizabeth herself.
",0
370,0.174,0.826,0.0,-0.4215,"“I did not know that you intended to walk,” said Miss Bingley, in some confusion, lest they had been overheard.
",-1
371,0.0,1.0,0.0,0.0,"“You used us abominably ill,” answered Mrs. Hurst, “running away without telling us that you were coming out.”
",0
372,0.084,0.87,0.047,-0.2732,"Then taking the disengaged arm of Mr. Darcy, she left Elizabeth to walk by herself. The path just admitted three. Mr. Darcy felt their rudeness, and immediately said,—
",-1
373,0.0,0.714,0.286,0.6808,"“This walk is not wide enough for our party. We had better go into the avenue.”
",1
374,0.0,0.745,0.255,0.6652,"But Elizabeth, who had not the least inclination to remain with them, laughingly answered,
",1
375,0.073,0.667,0.26,0.6808,"“No, no; stay where you are. You are charmingly grouped, and appear to uncommon advantage. The picturesque would be spoilt by admitting a fourth. Good-bye.”
",1
376,0.0,0.737,0.263,0.9753,"When the ladies removed after dinner, Elizabeth ran up to her sister, and seeing her well guarded from cold, attended her into the drawing-room, where she was welcomed by her two friends with many professions of pleasure; and Elizabeth had never seen them so agreeable as they were during the hour which passed before the gentlemen appeared. Their powers of conversation were considerable. They could describe an entertainment with accuracy, relate an anecdote with humour, and laugh at their acquaintance with spirit.
",1
377,0.085,0.729,0.186,0.9688,"But when the gentlemen entered, Jane was no longer the first object; Miss Bingley’s eyes were instantly turned toward Darcy, and she had something to say to him before he had advanced many steps. He addressed himself to Miss Bennet, with a polite congratulation; Mr. Hurst also made her a slight bow, and said he was “very glad;” but diffuseness and warmth remained for Bingley’s salutation. He was full of joy and attention. The first half-hour was spent in piling up the fire, lest she should suffer from the change of room; and she removed at his desire to the other side of the fireplace, that she might be further from the door. He then sat down by her, and talked scarcely to anyone else. Elizabeth, at work in the opposite corner, saw it all with great delight.
",1
378,0.091,0.83,0.079,-0.1353,"When tea was over, Mr. Hurst reminded his sister-in-law of the card-table—but in vain. She had obtained private intelligence that Mr. Darcy did not wish for cards; and Mr. Hurst soon found even his open petition rejected. She assured him that no one intended to play, and the silence of the whole party on the subject seemed to justify her. Mr. Hurst had therefore nothing to do, but to stretch himself on one of the sofas and go to sleep. Darcy took up a book; Miss Bingley did the same; and Mrs. Hurst, principally occupied in playing with her bracelets and rings, joined now and then in her brother’s conversation with Miss Bennet.
",0
379,0.102,0.749,0.148,0.8433,"Miss Bingley’s attention was quite as much engaged in watching Mr. Darcy’s progress through his book, as in reading her own; and she was perpetually either making some enquiry, or looking at his page. She could not win him, however, to any conversation; he merely answered her question, and read on. At length, quite exhausted by the attempt to be amused with her own book, which she had only chosen because it was the second volume of his, she gave a great yawn and said, “How pleasant it is to spend an evening in this way! I declare after all there is no enjoyment like reading! How much sooner one tires of anything than of a book! When I have a house of my own, I shall be miserable if I have not an excellent library.”
",1
380,0.086,0.858,0.056,-0.0772,"No one made any reply. She then yawned again, threw aside her book, and cast her eyes round the room in quest for some amusement; when hearing her brother mentioning a ball to Miss Bennet, she turned suddenly towards him and said:
",0
381,0.134,0.788,0.079,-0.4576,"“By the bye, Charles, are you really serious in meditating a dance at Netherfield? I would advise you, before you determine on it, to consult the wishes of the present party; I am much mistaken if there are not some among us to whom a ball would be rather a punishment than a pleasure.”
",-1
382,0.06,0.94,0.0,-0.3818,"“If you mean Darcy,” cried her brother, “he may go to bed, if he chooses, before it begins—but as for the ball, it is quite a settled thing; and as soon as Nicholls has made white soup enough, I shall send round my cards.”
",-1
383,0.0,0.891,0.109,0.6808,"“I should like balls infinitely better,” she replied, “if they were carried on in a different manner; but there is something insufferably tedious in the usual process of such a meeting. It would surely be much more rational if conversation instead of dancing were made the order of the day.”
",1
384,0.0,0.741,0.259,0.6808,"“Much more rational, my dear Caroline, I dare say, but it would not be near so much like a ball.”
",1
385,0.116,0.789,0.095,-0.3071,"Miss Bingley made no answer, and soon afterwards she got up and walked about the room. Her figure was elegant, and she walked well; but Darcy, at whom it was all aimed, was still inflexibly studious. In the desperation of her feelings, she resolved on one effort more, and, turning to Elizabeth, said:
",-1
386,0.0,0.924,0.076,0.34,"“Miss Eliza Bennet, let me persuade you to follow my example, and take a turn about the room. I assure you it is very refreshing after sitting so long in one attitude.”
",1
387,0.038,0.843,0.119,0.8747,"Elizabeth was surprised, but agreed to it immediately. Miss Bingley succeeded no less in the real object of her civility; Mr. Darcy looked up. He was as much awake to the novelty of attention in that quarter as Elizabeth herself could be, and unconsciously closed his book. He was directly invited to join their party, but he declined it, observing that he could imagine but two motives for their choosing to walk up and down the room together, with either of which motives his joining them would interfere. “What could he mean? She was dying to know what could be his meaning?”—and asked Elizabeth whether she could at all understand him?
",1
388,0.161,0.776,0.064,-0.5423,"“Not at all,” was her answer; “but depend upon it, he means to be severe on us, and our surest way of disappointing him will be to ask nothing about it.”
",-1
389,0.28,0.72,0.0,-0.7506,"Miss Bingley, however, was incapable of disappointing Mr. Darcy in anything, and persevered therefore in requiring an explanation of his two motives.
",-1
390,0.0,0.827,0.173,0.9382,"“I have not the smallest objection to explaining them,” said he, as soon as she allowed him to speak. “You either choose this method of passing the evening because you are in each other’s confidence, and have secret affairs to discuss, or because you are conscious that your figures appear to the greatest advantage in walking; if the first, I would be completely in your way, and if the second, I can admire you much better as I sit by the fire.”
",1
391,0.338,0.662,0.0,-0.8011,"“Oh! shocking!” cried Miss Bingley. “I never heard anything so abominable. How shall we punish him for such a speech?”
",-1
392,0.177,0.774,0.049,-0.7546,"“Nothing so easy, if you have but the inclination,” said Elizabeth. “We can all plague and punish one another. Tease him—laugh at him. Intimate as you are, you must know how it is to be done.”
",-1
393,0.116,0.613,0.271,0.9118,"“But upon my honour, I do not. I do assure you that my intimacy has not yet taught me that. Tease calmness of manner and presence of mind! No, no; I feel he may defy us there. And as to laughter, we will not expose ourselves, if you please, by attempting to laugh without a subject. Mr. Darcy may hug himself.”
",1
394,0.14,0.551,0.309,0.8724,"“Mr. Darcy is not to be laughed at!” cried Elizabeth. “That is an uncommon advantage, and uncommon I hope it will continue, for it would be a great loss to me to have many such acquaintances. I dearly love a laugh.”
",1
395,0.048,0.615,0.336,0.9432,"“Miss Bingley,” said he, “has given me more credit than can be. The wisest and the best of men—nay, the wisest and best of their actions—may be rendered ridiculous by a person whose first object in life is a joke.”
",1
396,0.053,0.588,0.359,0.9693,"“Certainly,” replied Elizabeth—“there are such people, but I hope I am not one of them. I hope I never ridicule what is wise and good. Follies and nonsense, whims and inconsistencies, do divert me, I own, and I laugh at them whenever I can. But these, I suppose, are precisely what you are without.”
",1
397,0.225,0.65,0.126,-0.3612,"“Perhaps that is not possible for anyone. But it has been the study of my life to avoid those weaknesses which often expose a strong understanding to ridicule.”
",-1
398,0.322,0.678,0.0,-0.2263,"“Such as vanity and pride.”
",-1
399,0.118,0.528,0.354,0.8271,"“Yes, vanity is a weakness indeed. But pride—where there is a real superiority of mind, pride will be always under good regulation.”
",1
400,0.207,0.488,0.305,0.2023,"Elizabeth turned away to hide a smile.
",1
401,0.085,0.794,0.122,0.1779,"“Your examination of Mr. Darcy is over, I presume,” said Miss Bingley; “and pray what is the result?”
",0
402,0.18,0.549,0.271,0.5106,"“I am perfectly convinced by it that Mr. Darcy has no defect. He owns it himself without disguise.”
",1
403,0.231,0.688,0.081,-0.9402,"“No,” said Darcy, “I have made no such pretension. I have faults enough, but they are not, I hope, of understanding. My temper I dare not vouch for. It is, I believe, too little yielding—certainly too little for the convenience of the world. I cannot forget the follies and vices of others so soon as I ought, nor their offenses against myself. My feelings are not puffed about with every attempt to move them. My temper would perhaps be called resentful. My good opinion once lost, is lost forever.”
",-1
404,0.33,0.517,0.153,-0.7612,"“That is a failing indeed!” cried Elizabeth. “Implacable resentment is a shade in a character. But you have chosen your fault well. I really cannot laugh at it. You are safe from me.”
",-1
405,0.22,0.685,0.095,-0.5053,"“There is, I believe, in every disposition a tendency to some particular evil—a natural defect, which not even the best education can overcome.”
",-1
406,0.55,0.45,0.0,-0.7269,"“And your defect is to hate everybody.”
",-1
407,0.179,0.643,0.179,0.0,"“And yours,” he replied with a smile, “is willfully to misunderstand them.”
",0
408,0.266,0.668,0.067,-0.6765,"“Do let us have a little music,” cried Miss Bingley, tired of a conversation in which she had no share. “Louisa, you will not mind my waking Mr. Hurst?”
",-1
409,0.043,0.868,0.088,0.8757,"In consequence of an agreement between the sisters, Elizabeth wrote the next morning to their mother, to beg that the carriage might be sent for them in the course of the day. But Mrs. Bennet, who had calculated on her daughters remaining at Netherfield till the following Tuesday, which would exactly finish Jane’s week, could not bring herself to receive them with pleasure before. Her answer, therefore, was not propitious, at least not to Elizabeth’s wishes, for she was impatient to get home. Mrs. Bennet sent them word that they could not possibly have the carriage before Tuesday; and in her postscript it was added, that if Mr. Bingley and his sister pressed them to stay longer, she could spare them very well. Against staying longer, however, Elizabeth was positively resolved—nor did she much expect it would be asked; and fearful, on the contrary, as being considered as intruding themselves needlessly long, she urged Jane to borrow Mr. Bingley’s carriage immediately, and at length it was settled that their original design of leaving Netherfield that morning should be mentioned, and the request made.
",1
410,0.145,0.745,0.11,-0.1027,"The communication excited many professions of concern; and enough was said of wishing them to stay at least till the following day to work on Jane; and till the morrow their going was deferred. Miss Bingley was then sorry that she had proposed the delay, for her jealousy and dislike of one sister much exceeded her affection for the other.
",0
411,0.106,0.894,0.0,-0.4944,"The master of the house heard with real sorrow that they were to go so soon, and repeatedly tried to persuade Miss Bennet that it would not be safe for her—that she was not enough recovered; but Jane was firm where she felt herself to be right.
",-1
412,0.057,0.802,0.141,0.9029,"To Mr. Darcy it was welcome intelligence—Elizabeth had been at Netherfield long enough. She attracted him more than he liked—and Miss Bingley was uncivil to her, and more teasing than usual to himself. He wisely resolved to be particularly careful that no sign of admiration should now escape him, nothing that could elevate her with the hope of influencing his felicity; sensible that if such an idea had been suggested, his behaviour during the last day must have material weight in confirming or crushing it. Steady to his purpose, he scarcely spoke ten words to her through the whole of Saturday, and though they were at one time left by themselves for half-an-hour, he adhered most conscientiously to his book, and would not even look at her.
",1
413,0.043,0.685,0.273,0.9735,"On Sunday, after morning service, the separation, so agreeable to almost all, took place. Miss Bingley’s civility to Elizabeth increased at last very rapidly, as well as her affection for Jane; and when they parted, after assuring the latter of the pleasure it would always give her to see her either at Longbourn or Netherfield, and embracing her most tenderly, she even shook hands with the former. Elizabeth took leave of the whole party in the liveliest of spirits.
",1
414,0.085,0.774,0.141,0.8288,"They were not welcomed home very cordially by their mother. Mrs. Bennet wondered at their coming, and thought them very wrong to give so much trouble, and was sure Jane would have caught cold again. But their father, though very laconic in his expressions of pleasure, was really glad to see them; he had felt their importance in the family circle. The evening conversation, when they were all assembled, had lost much of its animation, and almost all its sense by the absence of Jane and Elizabeth.
",1
415,0.0,0.854,0.146,0.7003,"“I hope, my dear,” said Mr. Bennet to his wife, as they were at breakfast the next morning, “that you have ordered a good dinner to-day, because I have reason to expect an addition to our family party.”
",1
416,0.0,0.766,0.234,0.8658,"“Who do you mean, my dear? I know of nobody that is coming, I am sure, unless Charlotte Lucas should happen to call in—and I hope my dinners are good enough for her. I do not believe she often sees such at home.”
",1
417,0.0,1.0,0.0,0.0,"“The person of whom I speak is a gentleman, and a stranger.”
",0
418,0.0,0.75,0.25,0.9367,"Mrs. Bennet’s eyes sparkled. “A gentleman and a stranger! It is Mr. Bingley, I am sure! Well, I am sure I shall be extremely glad to see Mr. Bingley. But—good Lord! how unlucky! There is not a bit of fish to be got to-day. Lydia, my love, ring the bell—I must speak to Hill this moment.”
",1
419,0.0,1.0,0.0,0.0,"“It is not Mr. Bingley,” said her husband; “it is a person whom I never saw in the whole course of my life.”
",0
420,0.052,0.712,0.236,0.7096,"This roused a general astonishment; and he had the pleasure of being eagerly questioned by his wife and his five daughters at once.
",1
421,0.0,0.794,0.206,0.3818,"After amusing himself some time with their curiosity, he thus explained:
",1
422,0.085,0.915,0.0,-0.6486,"“About a month ago I received this letter; and about a fortnight ago I answered it, for I thought it a case of some delicacy, and requiring early attention. It is from my cousin, Mr. Collins, who, when I am dead, may turn you all out of this house as soon as he pleases.”
",-1
423,0.04,0.886,0.075,0.3164,"“Oh! my dear,” cried his wife, “I cannot bear to hear that mentioned. Pray do not talk of that odious man. I do think it is the hardest thing in the world, that your estate should be entailed away from your own children; and I am sure, if I had been you, I should have tried long ago to do something or other about it.”
",1
424,0.123,0.763,0.114,-0.3919,"Jane and Elizabeth tried to explain to her the nature of an entail. They had often attempted to do it before, but it was a subject on which Mrs. Bennet was beyond the reach of reason, and she continued to rail bitterly against the cruelty of settling an estate away from a family of five daughters, in favour of a man whom nobody cared anything about.
",-1
425,0.073,0.887,0.04,-0.1134,"“It certainly is a most iniquitous affair,” said Mr. Bennet, “and nothing can clear Mr. Collins from the guilt of inheriting Longbourn. But if you will listen to his letter, you may perhaps be a little softened by his manner of expressing himself.”
",0
426,0.144,0.75,0.107,-0.4351,"“No, that I am sure I shall not; and I think it is very impertinent of him to write to you at all, and very hypocritical. I hate such false friends. Why could he not keep on quarreling with you, as his father did before him?”
",-1
427,0.0,1.0,0.0,0.0,"“Why, indeed; he does seem to have had some filial scruples on that head, as you will hear.”
",0
428,0.0,1.0,0.0,0.0,"“Hunsford, near Westerham, Kent, 15th October.
",0
429,0.0,1.0,0.0,0.0,"“Dear Sir,—
",0
430,0.05,0.722,0.228,0.9979,"“The disagreement subsisting between yourself and my late honoured father always gave me much uneasiness, and since I have had the misfortune to lose him, I have frequently wished to heal the breach; but for some time I was kept back by my own doubts, fearing lest it might seem disrespectful to his memory for me to be on good terms with anyone with whom it had always pleased him to be at variance.—‘There, Mrs. Bennet.’—My mind, however, is now made up on the subject, for having received ordination at Easter, I have been so fortunate as to be distinguished by the patronage of the Right Honourable Lady Catherine de Bourgh, widow of Sir Lewis de Bourgh, whose bounty and beneficence has preferred me to the valuable rectory of this parish, where it shall be my earnest endeavour to demean myself with grateful respect towards her ladyship, and be ever ready to perform those rites and ceremonies which are instituted by the Church of England. As a clergyman, moreover, I feel it my duty to promote and establish the blessing of peace in all families within the reach of my influence; and on these grounds I flatter myself that my present overtures are highly commendable, and that the circumstance of my being next in the entail of Longbourn estate will be kindly overlooked on your side, and not lead you to reject the offered olive-branch. I cannot be otherwise than concerned at being the means of injuring your amiable daughters, and beg leave to apologise for it, as well as to assure you of my readiness to make them every possible amends—but of this hereafter. If you should have no objection to receive me into your house, I propose myself the satisfaction of waiting on you and your family, Monday, November 18th, by four o’clock, and shall probably trespass on your hospitality till the Saturday se’ennight following, which I can do without any inconvenience, as Lady Catherine is far from objecting to my occasional absence on a Sunday, provided that some other clergyman is engaged to do the duty of the day.—I remain, dear sir, with respectful compliments to your lady and daughters, your well-wisher and friend,
",1
431,0.0,1.0,0.0,0.0,"“WILLIAM COLLINS”
",0
432,0.087,0.913,0.0,-0.6192,"“At four o’clock, therefore, we may expect this peace-making gentleman,” said Mr. Bennet, as he folded up the letter. “He seems to be a most conscientious and polite young man, upon my word, and I doubt not will prove a valuable acquaintance, especially if Lady Catherine should be so indulgent as to let him come to us again.”
",-1
433,0.088,0.912,0.0,-0.4215,"“There is some sense in what he says about the girls, however, and if he is disposed to make them any amends, I shall not be the person to discourage him.”
",-1
434,0.0,0.846,0.154,0.6249,"“Though it is difficult,” said Jane, “to guess in what way he can mean to make us the atonement he thinks our due, the wish is certainly to his credit.”
",1
435,0.068,0.816,0.116,0.34,"Elizabeth was chiefly struck by his extraordinary deference for Lady Catherine, and his kind intention of christening, marrying, and burying his parishioners whenever it were required.
",1
436,0.0,0.912,0.088,0.504,"“He must be an oddity, I think,” said she. “I cannot make him out.—There is something very pompous in his style.—And what can he mean by apologising for being next in the entail?—We cannot suppose he would help it if he could.—Could he be a sensible man, sir?”
",1
437,0.19,0.632,0.178,-0.1346,"“No, my dear, I think not. I have great hopes of finding him quite the reverse. There is a mixture of servility and self-importance in his letter, which promises well. I am impatient to see him.”
",0
438,0.0,0.852,0.148,0.5432,"“In point of composition,” said Mary, “the letter does not seem defective. The idea of the olive-branch perhaps is not wholly new, yet I think it is well expressed.”
",1
439,0.0,0.894,0.106,0.8402,"To Catherine and Lydia, neither the letter nor its writer were in any degree interesting. It was next to impossible that their cousin should come in a scarlet coat, and it was now some weeks since they had received pleasure from the society of a man in any other colour. As for their mother, Mr. Collins’s letter had done away much of her ill-will, and she was preparing to see him with a degree of composure which astonished her husband and daughters.
",1
440,0.053,0.729,0.219,0.9847,"Mr. Collins was punctual to his time, and was received with great politeness by the whole family. Mr. Bennet indeed said little; but the ladies were ready enough to talk, and Mr. Collins seemed neither in need of encouragement, nor inclined to be silent himself. He was a tall, heavy-looking young man of five-and-twenty. His air was grave and stately, and his manners were very formal. He had not been long seated before he complimented Mrs. Bennet on having so fine a family of daughters; said he had heard much of their beauty, but that in this instance fame had fallen short of the truth; and added, that he did not doubt her seeing them all in due time disposed of in marriage. This gallantry was not much to the taste of some of his hearers; but Mrs. Bennet, who quarreled with no compliments, answered most readily.
",1
441,0.0,0.736,0.264,0.8384,"“You are very kind, I am sure; and I wish with all my heart it may prove so, for else they will be destitute enough. Things are settled so oddly.”
",1
442,0.0,1.0,0.0,0.0,"“You allude, perhaps, to the entail of this estate.”
",0
443,0.201,0.764,0.036,-0.8516,"“Ah! sir, I do indeed. It is a grievous affair to my poor girls, you must confess. Not that I mean to find fault with you, for such things I know are all chance in this world. There is no knowing how estates will go when once they come to be entailed.”
",-1
444,0.051,0.715,0.235,0.9161,"“I am very sensible, madam, of the hardship to my fair cousins, and could say much on the subject, but that I am cautious of appearing forward and precipitate. But I can assure the young ladies that I come prepared to admire them. At present I will not say more; but, perhaps, when we are better acquainted—”
",1
445,0.024,0.827,0.149,0.9929,"During dinner, Mr. Bennet scarcely spoke at all; but when the servants were withdrawn, he thought it time to have some conversation with his guest, and therefore started a subject in which he expected him to shine, by observing that he seemed very fortunate in his patroness. Lady Catherine de Bourgh’s attention to his wishes, and consideration for his comfort, appeared very remarkable. Mr. Bennet could not have chosen better. Mr. Collins was eloquent in her praise. The subject elevated him to more than usual solemnity of manner, and with a most important aspect he protested that “he had never in his life witnessed such behaviour in a person of rank—such affability and condescension, as he had himself experienced from Lady Catherine. She had been graciously pleased to approve of both of the discourses which he had already had the honour of preaching before her. She had also asked him twice to dine at Rosings, and had sent for him only the Saturday before, to make up her pool of quadrille in the evening. Lady Catherine was reckoned proud by many people he knew, but he had never seen anything but affability in her. She had always spoken to him as she would to any other gentleman; she made not the smallest objection to his joining in the society of the neighbourhood nor to his leaving the parish occasionally for a week or two, to visit his relations. She had even condescended to advise him to marry as soon as he could, provided he chose with discretion; and had once paid him a visit in his humble parsonage, where she had perfectly approved all the alterations he had been making, and had even vouchsafed to suggest some herself—some shelves in the closet up stairs.”
",1
446,0.097,0.749,0.154,0.567,"“That is all very proper and civil, I am sure,” said Mrs. Bennet, “and I dare say she is a very agreeable woman. It is a pity that great ladies in general are not more like her. Does she live near you, sir?”
",1
447,0.0,1.0,0.0,0.0,"“The garden in which stands my humble abode is separated only by a lane from Rosings Park, her ladyship’s residence.”
",0
448,0.0,1.0,0.0,0.0,"“I think you said she was a widow, sir? Has she any family?”
",0
449,0.0,1.0,0.0,0.0,"“She has only one daughter, the heiress of Rosings, and of very extensive property.”
",0
450,0.058,0.82,0.121,0.4314,"“Ah!” said Mrs. Bennet, shaking her head, “then she is better off than many girls. And what sort of young lady is she? Is she handsome?”
",1
451,0.025,0.79,0.185,0.9516,"“She is a most charming young lady indeed. Lady Catherine herself says that, in point of true beauty, Miss de Bourgh is far superior to the handsomest of her sex, because there is that in her features which marks the young lady of distinguished birth. She is unfortunately of a sickly constitution, which has prevented her from making that progress in many accomplishments which she could not have otherwise failed of, as I am informed by the lady who superintended her education, and who still resides with them. But she is perfectly amiable, and often condescends to drive by my humble abode in her little phaeton and ponies.”
",1
452,0.0,1.0,0.0,0.0,"“Has she been presented? I do not remember her name among the ladies at court.”
",0
453,0.075,0.732,0.193,0.9465,"“Her indifferent state of health unhappily prevents her being in town; and by that means, as I told Lady Catherine one day, has deprived the British court of its brightest ornament. Her ladyship seemed pleased with the idea; and you may imagine that I am happy on every occasion to offer those little delicate compliments which are always acceptable to ladies. I have more than once observed to Lady Catherine, that her charming daughter seemed born to be a duchess, and that the most elevated rank, instead of giving her consequence, would be adorned by her. These are the kind of little things which please her ladyship, and it is a sort of attention which I conceive myself peculiarly bound to pay.”
",1
454,0.0,0.757,0.243,0.9042,"“You judge very properly,” said Mr. Bennet, “and it is happy for you that you possess the talent of flattering with delicacy. May I ask whether these pleasing attentions proceed from the impulse of the moment, or are the result of previous study?”
",1
455,0.0,0.777,0.223,0.8634,"“They arise chiefly from what is passing at the time, and though I sometimes amuse myself with suggesting and arranging such little elegant compliments as may be adapted to ordinary occasions, I always wish to give them as unstudied an air as possible.”
",1
456,0.036,0.712,0.252,0.9184,"Mr. Bennet’s expectations were fully answered. His cousin was as absurd as he had hoped, and he listened to him with the keenest enjoyment, maintaining at the same time the most resolute composure of countenance, and, except in an occasional glance at Elizabeth, requiring no partner in his pleasure.
",1
457,0.064,0.867,0.069,-0.0945,"By tea-time, however, the dose had been enough, and Mr. Bennet was glad to take his guest into the drawing-room again, and, when tea was over, glad to invite him to read aloud to the ladies. Mr. Collins readily assented, and a book was produced; but, on beholding it (for everything announced it to be from a circulating library), he started back, and begging pardon, protested that he never read novels. Kitty stared at him, and Lydia exclaimed. Other books were produced, and after some deliberation he chose Fordyce’s Sermons. Lydia gaped as he opened the volume, and before he had, with very monotonous solemnity, read three pages, she interrupted him with:
",0
458,0.0,1.0,0.0,0.0,"“Do you know, mamma, that my uncle Phillips talks of turning away Richard; and if he does, Colonel Forster will hire him. My aunt told me so herself on Saturday. I shall walk to Meryton to-morrow to hear more about it, and to ask when Mr. Denny comes back from town.”
",0
459,0.102,0.898,0.0,-0.3612,"Lydia was bid by her two eldest sisters to hold her tongue; but Mr. Collins, much offended, laid aside his book, and said:
",-1
460,0.112,0.739,0.149,0.2193,"“I have often observed how little young ladies are interested by books of a serious stamp, though written solely for their benefit. It amazes me, I confess; for, certainly, there can be nothing so advantageous to them as instruction. But I will no longer importune my young cousin.”
",1
461,0.035,0.765,0.2,0.9875,"Mr. Collins was not a sensible man, and the deficiency of nature had been but little assisted by education or society; the greatest part of his life having been spent under the guidance of an illiterate and miserly father; and though he belonged to one of the universities, he had merely kept the necessary terms, without forming at it any useful acquaintance. The subjection in which his father had brought him up had given him originally great humility of manner; but it was now a good deal counteracted by the self-conceit of a weak head, living in retirement, and the consequential feelings of early and unexpected prosperity. A fortunate chance had recommended him to Lady Catherine de Bourgh when the living of Hunsford was vacant; and the respect which he felt for her high rank, and his veneration for her as his patroness, mingling with a very good opinion of himself, of his authority as a clergyman, and his right as a rector, made him altogether a mixture of pride and obsequiousness, self-importance and humility.
",1
